2005-01;472
2005-02;1460
2005-03;1946
2005-04;2247
2005-05;3482
2005-06;3249
2005-07;4383
2005-08;4688
2005-09;6055
2005-10;6024
2005-11;6868
2005-12;6992
2006-01;7118
2006-02;7936
2006-03;8213
2006-04;7738
2006-05;9606
2006-06;10277
2006-07;11253
2006-08;9337
2006-09;6568
2006-10;5907
2006-11;5754
2006-12;5473
2007-01;7841
2007-02;6617
2007-03;6895
2007-04;7591
2007-05;7420
2007-06;7063
2007-07;8073
2007-08;6725
2007-09;9321
2007-10;7310
2007-11;8443
2007-12;9347
2008-01;9946
2008-02;7462
2008-03;7086
2008-04;7089
2008-05;10146
2008-06;11211
2008-07;8227
2008-08;7723
2008-09;6625
2008-10;7760
2008-11;8467
2008-12;8155
2009-01;8805
2009-02;8828
2009-03;6314
2009-04;6562
2009-05;8439
2009-06;8029
2009-07;8261
2009-08;11920
2009-09;8940
2009-10;7622
2009-11;8710
2009-12;8449
2010-01;9394
2010-02;9042
2010-03;9280
2010-04;9572
2010-05;12794
2010-06;10111
2010-07;7429
2010-08;8813
2010-09;10621
2010-10;10569
2010-11;8483
2010-12;9157
2011-01;9462
2011-02;7819
2011-03;8956
2011-04;5291
2011-05;7329
2011-06;10262
2011-07;7253
2011-08;6151
2011-09;5896
2011-10;6097
2011-11;4684
2011-12;6311
2012-01;8988
2012-02;6955
2012-03;5970
2012-04;6693
2012-05;3872
2012-06;6501
2012-07;7999
2012-08;3687
2012-09;3875
2012-10;4721
2012-11;5541
2012-12;3748
2013-01;6469
2013-02;2552
2013-03;3913
2013-04;3646
2013-05;2262
2013-06;3581
2013-07;4256
2013-08;2998
2013-09;4167
2013-10;4405
2013-11;2791
2013-12;3176
2014-01;3171
2014-02;2850
2014-03;4059
2014-04;2413
2014-05;3422
2014-06;2171
2014-07;4069
2014-08;4020
2014-09;2565
2014-10;1621
2014-11;2469
2014-12;2097
2015-01;3881
2015-02;4159
2015-03;4557
2015-04;2007
2015-05;1647
2015-06;2716
2015-07;2976
2015-08;1122
2015-09;3559
2015-10;2025
2015-11;2775
2015-12;2547
2016-01;2787
2016-02;1344
2016-03;1527
2016-04;2325
2016-05;897
2016-06;1008
2016-07;764
2016-08;1143
2016-09;1338
2016-10;2093
2016-11;1282
2016-12;1880
2017-01;2824
2017-02;1301
2017-03;2623
2017-04;1539
2017-05;1691
2017-06;1873
2017-07;2739
2017-08;993
2017-09;1382
2017-10;2107
2017-11;728
2017-12;419
2018-01;3141
2018-02;1705
2018-03;663
2018-04;682
2018-05;1307
2018-06;1170
2018-07;632
2018-08;578
