2005-01;58
2005-02;98
2005-03;116
2005-04;125
2005-05;128
2005-06;174
2005-07;169
2005-08;181
2005-09;198
2005-10;239
2005-11;330
2005-12;268
2006-01;302
2006-02;289
2006-03;296
2006-04;136
2006-05;50
2006-06;58
2006-07;92
2006-08;186
2006-09;161
2006-10;185
2006-11;175
2006-12;244
2007-01;230
2007-02;198
2007-03;232
2007-04;221
2007-05;198
2007-06;183
2007-07;217
2007-08;165
2007-09;244
2007-10;312
2007-11;186
2007-12;273
2008-01;257
2008-02;235
2008-03;192
2008-04;179
2008-05;264
2008-06;267
2008-07;268
2008-08;370
2008-09;229
2008-10;264
2008-11;255
2008-12;208
2009-01;249
2009-02;435
2009-03;201
2009-04;203
2009-05;287
2009-06;225
2009-07;235
2009-08;311
2009-09;244
2009-10;351
2009-11;262
2009-12;266
2010-01;284
2010-02;250
2010-03;306
2010-04;251
2010-05;502
2010-06;319
2010-07;248
2010-08;302
2010-09;369
2010-10;353
2010-11;329
2010-12;418
2011-01;347
2011-02;363
2011-03;374
2011-04;246
2011-05;304
2011-06;312
2011-07;298
2011-08;266
2011-09;209
2011-10;214
2011-11;192
2011-12;305
2012-01;305
2012-02;255
2012-03;256
2012-04;319
2012-05;241
2012-06;196
2012-07;262
2012-08;166
2012-09;180
2012-10;267
2012-11;199
2012-12;173
2013-01;233
2013-02;132
2013-03;189
2013-04;187
2013-05;145
2013-06;201
2013-07;297
2013-08;175
2013-09;258
2013-10;281
2013-11;205
2013-12;178
2014-01;193
2014-02;178
2014-03;210
2014-04;162
2014-05;168
2014-06;158
2014-07;187
2014-08;234
2014-09;144
2014-10;116
2014-11;137
2014-12;183
2015-01;193
2015-02;230
2015-03;232
2015-04;161
2015-05;117
2015-06;139
2015-07;127
2015-08;104
2015-09;144
2015-10;99
2015-11;140
2015-12;126
2016-01;137
2016-02;127
2016-03;109
2016-04;160
2016-05;90
2016-06;84
2016-07;58
2016-08;99
2016-09;188
2016-10;108
2016-11;64
2016-12;104
2017-01;113
2017-02;102
2017-03;125
2017-04;98
2017-05;116
2017-06;98
2017-07;101
2017-08;65
2017-09;96
2017-10;101
2017-11;71
2017-12;58
2018-01;109
2018-02;127
2018-03;62
2018-04;75
2018-05;80
2018-06;74
2018-07;58
2018-08;47
